id,ciudad,titulo,rating,precio
trip_25,sevilla,Entrada Catedral de Sevilla y Giralda con Audioguía,4.5,25.0
trip_26,sevilla,Recorrido en bicicleta eléctrica en Sevilla,4.9,45.0
trip_27,sevilla,Clase de cocina española y cena en Sevilla,4.9,65.0
trip_28,sevilla,Pueblos Blancos y Ronda Excursión de un Día desde Sevilla,4.7,89.0
trip_29,sevilla,Excursión de un día a la Alhambra y Granada desde Sevilla,4.5,159.0
trip_30,sevilla,Recorrido en bus turístico por Sevilla,4.5,26.0
trip_31,sevilla,Sin colas: entrada Tablao Flamenco Pura Esencia,4.9,35.0
trip_32,sevilla,"3 ciudades en un día: Córdoba, Pueblo Blanco y Ronda desde Sevilla",5.0,100.0
trip_33,sevilla,Visita al Alcázar de Sevilla con entrada sin colas,4.5,36.0
trip_34,sevilla,"Espectáculo Flamenco Tablao ""Las Setas""",4.7,35.0
trip_35,sevilla,Entrada al Real Alcázar de Sevilla con Audioguía,4.7,30.0
trip_36,sevilla,Recorrido turístico por Sevilla en autobús con paradas libres,3.7,27.0
trip_37,sevilla,Noche de tapas y flamenco en el casco antiguo de Sevilla,4.9,109.0
trip_38,sevilla,Recorrido cultura sobre la historia de Sevilla y tapas por la tarde,4.9,84.0
trip_39,sevilla,"Escapada de un día a Granada desde Sevilla, con entrada sin colas al Palacio de la Alhambra y un recorrido a pie opcional por el Albaicín",4.2,90.0
trip_40,sevilla,"Excursión de un día a Zahara, Setenil y Ronda desde Sevilla",4.8,85.0
trip_41,sevilla,Clase de Baile Flamenco en Sevilla con Opcional Traje de Flamenco,5.0,28.0
trip_42,sevilla,Sevilla Exclusive Golpea al alcázar guiado por multitudes antes de abrir,5.0,99.0
trip_43,sevilla,Excursión de un día a Pueblos Blancos y Ronda desde Sevilla,4.9,89.0
trip_44,sevilla,Mezquita y Catedral de Córdoba desde Sevilla,4.7,99.0
trip_45,sevilla,Experiencia de cata de Sangria,4.5,29.0
trip_46,sevilla,Visita guiada a pie por la Sevilla monumental,4.9,25.0
trip_47,sevilla,Tour guiado en bicicleta de 3 horas por los lugares más destacados de Sevilla,4.9,33.0
trip_48,sevilla,Alcázar de Sevilla ¡Sin colas! Incluye ticket de acceso,4.6,44.0
trip_49,sevilla,Tour en grupos pequeños de la Catedral de Sevilla y la Giralda,5.0,50.0
trip_50,sevilla,Visita Prioritaria Oficial al Real Alcázar de Sevilla,3.3,15.0
trip_51,sevilla,Sevilla: 2 horas en Segway por lo mejor de Sevilla,5.0,55.0
trip_52,sevilla,Alquiler De Kayaks,4.3,17.0
trip_53,sevilla,Paseo de descubrimiento del barrio judío para grupos pequeños,4.9,27.0
trip_54,sevilla,Una Visita Fantástica Al Museo De Las Ilusiones Sevilla,4.8,13.0
trip_55,sevilla,Billete combinado: Puro Flamenco Show + Visita al Museo Flamenco,4.6,29.0
trip_56,sevilla,Entrada al acuario de Sevilla.,4.1,17.0
trip_57,sevilla,Recorrido gastronómico a pie por Sevilla con Secret Food Tours,4.9,84.0
trip_58,sevilla,Sevilla: visita guiada a la catedral y la Giralda con entradas,4.0,29.0
trip_59,sevilla,Recorrido Cultural a Pie de Sevilla Monumental,4.9,6.0
trip_60,sevilla,Paseo en barco restaurante con menú degustación almuerzo/cena,4.6,69.0
trip_61,sevilla,Tour en inglés al Alcázar de Sevilla con opción a visitar la Catedral y Torre de la Giralda,4.4,28.0
trip_62,sevilla,Entrada para el espectáculo de flamenco en Los Gallos,4.7,38.0
trip_63,sevilla,Alquiler de Barco Privado de 1 Hora por el Guadalquivir,5.0,180.0
trip_64,sevilla,"Tour en Sevilla Bus Turístico, Crucero Panorámico y Tour a pie",4.7,35.0
trip_65,sevilla,Paddle Surf en Sevilla en el Río Guadalquivir,5.0,29.0
trip_66,sevilla,Visita Privada Al Alcázar Y La Catedral De Sevilla,5.0,200.0
trip_67,sevilla,Recorrido guiado en Segway,4.8,0.0
trip_68,sevilla,Excursión a Sevilla desde Málaga,4.8,39.0
trip_69,sevilla,Tour de la Sevilla Paranormal y Misteriosa (grupos pequeños),4.9,16.0
trip_70,sevilla,"Jerez y Cádiz, con Ballet de Caballos y Cata de Jerez Día completo desde Sevilla",4.7,98.0
trip_71,sevilla,Excursión de un día a Gibraltar desde Sevilla,4.5,119.0
trip_72,sevilla,Escapada de día completo a Gibraltar desde Sevilla,4.3,129.0
trip_73,sevilla,Excursión de día completo a Sevilla desde el Algarve,3.6,66.0
trip_74,sevilla,Tour Exprés por Sevilla en Eco Tuk Tuk Privado,4.7,36.0
trip_75,sevilla,Recorrido gastronómico de un día sobre las tapas y tradiciones de Sevilla,4.9,79.0
trip_76,sevilla,Excursión a la Plaza de Toros de Sevilla Maestranza con Audioguía,4.7,21.0
trip_77,sevilla,Tablao Flamenco Orillas de Triana Ticket,4.8,22.0
trip_78,sevilla,Experiencia de vino en la azotea,4.4,3.0
trip_79,sevilla,Recorrido guiado en bicicleta para contemplar la puesta de sol en Sevilla,5.0,35.0
trip_80,sevilla,Triana. Espectáculo flamenco con bebida,4.8,0.0
trip_81,sevilla,Visita Guiada a la Catedral de Sevilla en Inglés con Acceso Prioritario a la Giralda,4.6,28.0
trip_82,sevilla,Tour del barrio judío de Sevilla: Santa Cruz,4.8,16.0
trip_83,sevilla,"Recorrido en grupo reducido por Ronda, Setenil y Sevilla desde Málaga",4.9,100.0
trip_84,sevilla,Sevilla: Puesta de sol en Paddle Surf,4.8,39.0
trip_85,sevilla,Recorrido gastronómico feo y delicioso,4.6,3.0
trip_86,sevilla,Excursión de Día Completo al Caminito del Rey,4.8,99.0
trip_87,sevilla,Experiencia de cata de vino de Jerez,4.4,3.0
trip_88,sevilla,Visita guiada en bicicleta eléctrica en Sevilla,5.0,43.0
trip_89,sevilla,Recorrido por la ciudad de Córdoba con entrada a la Mézquita desde Sevilla,4.6,99.0
trip_90,sevilla,Paella Showcooking Experience,4.8,3.0
trip_91,sevilla,"Alcázar y Catedral de Sevilla Grupo Exclusivo, máx. 9 viajeros",5.0,82.0
trip_92,sevilla,Recorrido en bicicleta por la ciudad de Sevilla,4.7,30.0
trip_93,sevilla,Senderismo en el Caminito del Rey desde Sevilla,4.3,99.0
trip_94,sevilla,Itálica histórica: recorrido a pie guiado de medio día desde Sevilla,4.7,39.0
trip_95,sevilla,Tour guiado Premium en eBike Sevilla | hablantes nativos ES • DE • FR,5.0,39.0
trip_96,sevilla,Tour en Kayak por Sevilla,4.7,30.0
trip_97,sevilla,Espectáculo flamenco en el Tablao Álvarez Quintero en Sevilla,4.2,20.0
trip_98,sevilla,"Experiencia de degustación de sangría en Sevilla, España",4.6,3.0
trip_99,sevilla,Tour histórico nocturno de Sevilla con historia encantada,4.9,15.0
trip_100,sevilla,Visita privada a pie al Alcázar y la Catedral de Sevilla,5.0,142.0
trip_101,sevilla,Excursión privada a pie por Sevilla con entradas al alcázar y catedral,4.9,229.0
trip_102,sevilla,Tour Estadio (SEVILLA FC),4.0,20.0
trip_103,sevilla,Entrada a la Catedral de Sevilla y La Giralda con Audioguía,3.3,24.0
trip_104,sevilla,Visita al Alcázar y la Catedral,4.5,59.0
trip_105,sevilla,Entrada al espectáculo de flamenco en el Palacio Andaluz,4.5,54.0
trip_106,sevilla,Tour Experto de Sevilla en Eco Tuk Tuk Privado,4.0,68.0
trip_107,sevilla,Visita guiada en 4x4 al Parque Nacional de Doñana y El Rocío desde Sevilla,4.6,89.0
trip_108,sevilla,Ronda y Pueblos Blancos de Sevilla-Grupo Pequeño-Vehículo Privado,5.0,130.0
trip_109,sevilla,Taller de mosaicos: Artesanos por un día,4.7,42.0
trip_110,sevilla,Plaza de toros de Sevilla: Tour Guiado con Entrada Directa,4.1,28.0
trip_111,sevilla,Gibraltar con el Peñón de Gibraltar y la cueva de San Miguel desde Sevilla,4.5,119.0
trip_112,sevilla,Pub Crawl + Noche de Fiesta (3 Bares + Entrada VIP a un Club superior ),4.7,15.0
trip_113,sevilla,Itálica Roma City Tour desde Sevilla,4.3,39.0
trip_114,sevilla,Escapada de un día a Gibraltar desde Sevilla,4.8,348.0
trip_115,sevilla,Crucero Ecológico Privado por Guadalquivir con Guía Certificado,4.3,63.0
trip_116,sevilla,Recorrido de un día guiado por los Pueblos Blancos y Ronda desde Sevilla,4.7,79.0
trip_117,sevilla,Espectáculo Flamenco y Cena de Tapas,4.7,86.0
trip_118,sevilla,Alquiler de bicicletas en Sevilla,4.6,8.0
trip_119,sevilla,Evite las colas: entrada Tablao Flamenco Andalusí,4.7,25.0
trip_120,sevilla,Experiencia de demostración de elaboración de paella en nuestra azotea,4.6,45.0
trip_121,sevilla,"Clases de Cerámica en Sevilla – Aprende torno, mayólica o mosaico",5.0,44.0
trip_122,sevilla,Aventura de minigolf interior de 18 agujeros UV Glow en el corazón de Sevilla,4.7,14.0
trip_123,sevilla,Tour por el Real Alcázar de Sevilla,5.0,40.0
trip_124,sevilla,Sevilla y Alcázar Evite las colas desde el puerto de Cádiz (solo cruceros),4.9,129.0
trip_125,sevilla,Traslado privado de ida desde/hasta el aeropuerto de Sevilla,4.9,43.0
trip_126,sevilla,Aprende a bailar flamenco desde cero: divertida clase de baile para principiantes,4.9,30.0
trip_127,sevilla,Escapada de un día a Cádiz y Jerez desde Sevilla,4.5,99.0
trip_128,sevilla,Experiencia de showcooking de paella y sangría,4.7,45.0
trip_129,sevilla,Recorrido en bicicleta eléctrica en Sevilla,4.5,40.0
trip_130,sevilla,Visita guiada a pie por Sevilla Puntos destacados,4.7,5.0
trip_131,sevilla,Paseo Romántico en Barco 1h Privado,5.0,70.0
trip_132,sevilla,El Parque Nacional de Doñana: Recorrido de un día en 4x4 desde Sevilla,4.5,89.0
trip_133,sevilla,Entrada + Audioguía al Palacio de Las Dueñas,4.5,0.0
trip_134,sevilla,Ruta en Segway guiada por los monumentos de Sevilla,4.9,0.0
trip_135,sevilla,Recorrido de día completo: Tánger desde Sevilla,3.8,219.0
trip_136,sevilla,Tour privado por lo más destacado de Sevilla con un guía local,4.9,129.0
trip_137,sevilla,Recorrido de un día de las Minas de Riotinto y Aracena desde Sevilla,4.7,95.0
trip_138,sevilla,Pueblos blancos: excursión guiada semiprivada desde Sevilla,4.9,298.0
trip_139,sevilla,Alquiler Tabla Paddle Surf Sevilla 2 Horas,5.0,25.0
trip_140,sevilla,Exclusive Culinary Journey in a 1929 House with Chef Elena Miguel,5.0,100.0
trip_141,sevilla,Haz que Sevilla sea inolvidable: sesión de fotos privada en la Plaza de España,5.0,99.0
trip_142,sevilla,Ronda y Pueblos Blancos desde Sevilla,4.8,220.0
trip_143,sevilla,Alcázar de Sevilla Tour en inglés Con un historiador.,5.0,39.0
trip_144,sevilla,Sevilla: Tour Privado Esencial,5.0,82.0
trip_145,sevilla,Sevilla: Recorrido en Segway de 3 horas XXL,4.9,69.0
trip_146,sevilla,"Tour gastronómico por Sevilla: Tapas, bebidas y delicias con un local",4.9,85.0
trip_147,sevilla,"Flamenco Esencia:un espectáculo/experiencia inolvidable, íntimo y local",4.5,25.0
trip_148,sevilla,Visita a una finca de aceite de oliva con degustación desde Sevilla,4.4,89.0
trip_149,sevilla,Evite las colas Entrada para el espectáculo de flamenco en directo y la cena,4.0,25.0
trip_150,sevilla,Sevilla Recorrido en Autobus Hop-On Hop-Off para 48 horas,3.3,26.0
trip_151,sevilla,Excursión de un día a Caminito del Rey desde Sevilla,5.0,109.0
trip_152,sevilla,Sevilla: Divertida clase de acercamiento al Flamenco,5.0,35.0
trip_153,sevilla,Paseo en carruaje tirado por caballos por Sevilla,3.3,79.0
trip_154,sevilla,Sevilla: Ruta y clase de Paddle Surf,4.9,29.0
trip_155,sevilla,Tour privado Plaza de toros,5.0,110.0
trip_156,sevilla,Alquiler de Patinetes Eléctricos Sevilla,4.7,20.0
trip_157,sevilla,Exclusivo Tour Barco Sevilla con Tapas Compartido,4.7,39.0
trip_158,sevilla,"Alcázar de Sevilla Grupo Exclusivo, máx. 9 viajeros",4.8,56.0
trip_159,sevilla,Recorrido a pie con entrada Evite las colas a los Palacios Nazaríes del Albaicín en Granada,4.6,57.0
trip_160,sevilla,Escapada de un día a Córdoba con entrada Evite las colas a la Mezquita de Córdoba y visita opcional a Carmona,4.0,95.0
trip_161,sevilla,Jerez y Cádiz con Bodega Tío Pepe y Espectáculo de Caballos desde Sevilla,4.1,98.0
trip_162,sevilla,Diseña espardeñas autenticas en Sevilla,5.0,100.0
trip_163,sevilla,"Excursión en kayak de 2,5 horas en Sevilla en el río Guadalquivir",4.6,39.0
trip_164,sevilla,Consigna de equipaje,4.5,3.0
trip_165,sevilla,Alcázar y Catedral & Giralda de Sevilla ¡Sin Colas! Incluye tickets de acceso,4.3,70.0
trip_166,sevilla,Sevilla: Clase de cocina de paella y preguntas y respuestas de expertos de 30 minutos,5.0,177.0
trip_167,sevilla,"Alcazar, Catedral y Giralda con entrada incluida",4.3,55.0
trip_168,sevilla,Visita guiada Catedral de Sevilla,4.1,30.0
trip_169,sevilla,Excursión para grupos pequeños de un día a Córdoba desde Sevilla,5.0,299.0
trip_170,sevilla,Escapada de un día a Granada desde Sevilla,5.0,472.0
trip_171,sevilla,Visita guiada al centro histórico de Córdoba desde Sevilla,4.7,87.0
trip_172,sevilla,Visita Guiada a la Casa de Pilatos en Sevilla,4.9,25.0
trip_173,sevilla,"Sevilla: Visita guiada a la Iglesia, Catedral y Giralda de San Salvador",4.9,32.0
trip_174,sevilla,Recorrido a pie por los sitios históricos de Sevilla,5.0,10.0
trip_175,sevilla,Experiencia de vino Sunset en la azotea,5.0,3.0
trip_176,sevilla,Tour de Tapas por el Mercado de Triana,5.0,32.0
trip_177,sevilla,Tour Puesta De Sol En Kayak Sevilla,4.7,39.0
trip_178,sevilla,"Flamenco Show ""Museo de Baile Flamenco""",5.0,50.0
trip_179,sevilla,Tour en bicicleta eléctrica de 5 horas a las ruinas de Itálica,5.0,45.0
trip_180,sevilla,Visita a las ruinas romanas de Itálica Entradas incluidas,4.7,16.0
trip_181,sevilla,Visita guiada al Alcázar de Sevilla I Ticket I Sin colas,4.8,50.0
trip_182,sevilla,Recorridos en scooter,4.8,30.0
trip_183,sevilla,Excursión de un día a Sevilla con Catedral desde la Costa del Sol,2.8,60.0
trip_184,sevilla,Rutas Guiadas En Kayak,4.8,30.0
trip_185,sevilla,El galardonado Tour gastronómico privado por Sevilla: 6 o 10 catas,4.6,112.0
trip_186,sevilla,Visita completa con entradas al Alcázar de Sevilla,4.0,35.0
trip_187,sevilla,Tour Guiado en Bicicleta por Sevilla con Guía Certificado,5.0,30.0
trip_188,sevilla,Visita Guiada al Real Alcázar de Sevilla con Entrada Incluida,4.6,35.0
trip_189,sevilla,Visita privada a pie de Triana,5.0,59.0
trip_190,sevilla,Sevilla Tour Y Ruta En Kayak,5.0,29.0
trip_191,sevilla,Tour por la ciudad de Sevilla Tour panorámico en Segway de 1 hora,5.0,35.0
trip_192,sevilla,Sevilla Daily Bike Tour,4.8,30.0
trip_193,sevilla,Recorrido a pie por el hechizo de Sevilla en español,5.0,12.0
trip_194,sevilla,"Experiencia a caballo en el Aljarafe, parque de Doñana desde Sevilla",4.6,95.0
trip_195,sevilla,Cádiz y su Bahía Excursión de un Día Desde Sevilla.,5.0,105.0
trip_196,sevilla,Tour guiado a Sevilla desde la Costa del Sol,4.0,82.0
trip_197,sevilla,Alquiler de Kayak en Sevilla Descubre la Ciudad desde el Río,4.7,25.0
trip_198,sevilla,Excursión cultural a Sevilla con guía local,4.7,86.0
trip_199,sevilla,Seville In Season- City Highlight Tour,5.0,30.0
trip_200,sevilla,Sevilla: Recorrido en Segway por la Plaza de España y la ribera del río (90 minutos),5.0,49.0
trip_201,sevilla,Lo más destacado de Sevilla: Tour guiado privado para una familia,5.0,105.0
trip_202,sevilla,Aprende Flamenco en 90 minutos en Sevilla - Flor de regalo,5.0,45.0
trip_203,sevilla,Show de Flamenco en el corazón de Triana,4.6,25.0
trip_204,sevilla,Tour Guiado Palacio de Las Dueñas en Sevilla con Entrada Incluida,5.0,25.0
trip_205,sevilla,Recorrido en bicicleta por Sevilla siguiendo el río Guadalquivir,4.7,27.0
trip_206,sevilla,El mejor tour privado en Bicicleta por Sevilla,5.0,0.0
trip_207,sevilla,Excursión de un día a Jerez y Cádiz desde Sevilla,4.4,95.0
trip_208,sevilla,Tablao Sevilla Flamenco Solo para 20 Personas,3.0,20.0
trip_209,sevilla,Visita guiada al Alcázar de Sevilla con acceso sin colas,5.0,36.0
trip_210,sevilla,Tour de palacios secretos,5.0,126.0
trip_211,sevilla,Excursión a Sevilla con visita y entradas a la Catedral y Giralda,4.0,85.0
trip_212,sevilla,Tour privado de flamenco y tapas por Sevilla,5.0,155.0
trip_213,sevilla,Excursión a Granada desde Sevilla,4.9,409.0
trip_214,sevilla,Alquiler de Bicicleta por Día en Sevilla,4.7,13.0
trip_215,sevilla,Alquiler de Bicicleta Eléctrica por Sevilla,4.8,10.0
trip_216,sevilla,Baeza Renacentista: Tour Autoguiado a través del Tiempo y la Arquitectura,4.0,8.0
trip_217,sevilla,Ruta del Jamón Ibérico y Cata,4.7,204.0
trip_218,sevilla,Sin colas: entrada al Museo del Baile Flamenco,3.3,6.0
trip_219,sevilla,Excursión privada a Córdoba desde Sevilla,5.0,290.0
trip_220,sevilla,Visita guiada privada a Sevilla desde el Algarve,5.0,495.0
trip_221,sevilla,Tour privado del vino a Jerez de la Frontera,5.0,290.0
trip_222,sevilla,Conductor privado de Sevilla a Algarve en minibús de 8 plazas,5.0,430.0
trip_223,sevilla,"3 países en 2 días: España, Gibraltar y Marruecos con Hotel",5.0,349.0
trip_224,sevilla,Centro de Sevilla: Audioguía City Walk en 7 idiomas en tu teléfono,4.7,7.0
trip_225,sevilla,Sevilla Esencial: Un Audio Tour Autoguiado Explore su Historia y Leyendas,5.0,9.0
trip_226,sevilla,Escapada de un día a Sevilla con entrada a la catedral desde Málaga,3.7,60.0
trip_227,sevilla,Toros bravos: ruta de medio día,4.3,95.0
trip_228,sevilla,Clase de baile flamenco en Sevilla con espectáculo opcional,5.0,65.0
trip_229,sevilla,Carmona y necrópolis: Excursión guiada de un día desde Sevilla,4.6,49.0
trip_230,sevilla,Muestra de sueños flamencos en la bóveda árabe del siglo XII,4.6,37.0
trip_231,sevilla,Visita privada al Real Alcazar de Sevilla (tickets incluidos),4.7,95.0
trip_232,sevilla,Alquiler de bicicleta eléctrica durante 3 horas,4.7,24.0
trip_233,sevilla,Tour privado y entradas de Alcázar y Catedral de Sevilla,4.9,110.0
trip_234,sevilla,Avistamiento de delfines en Gibraltar - Excursión de un día desde Sevilla,4.7,109.0
trip_235,sevilla,Excursión de degustación de jamón ibérico desde Sevilla con las cuevas de Aracena,5.0,319.0
trip_236,sevilla,Tour completo a Sevilla con Ruta de Tapas y recogida hotel,5.0,20.0
trip_237,sevilla,Tour privado en coche de caballos guiado por Sevilla,5.0,31.0
trip_238,sevilla,Degustación de Sangria y Tapas,5.0,39.0
trip_239,sevilla,Arte y Vino en Sevilla,5.0,45.0
trip_240,sevilla,Deguste tapas como un residente local: Recorrido de tapas por el barrio de Triana,4.9,79.0
trip_241,sevilla,Descubre el Río y los Secretos del Barrio de Triana en Sevilla,4.7,25.0
trip_242,sevilla,Recorrido a pie por el barrio judío para grupos pequeños con deliciosas tapas y bebidas,5.0,59.0
trip_243,sevilla,El tour gastronómico matutino de Sevilla de Food Lover Tour,4.9,64.0
trip_244,sevilla,Masajes Espacio Infinito,5.0,70.0
trip_245,sevilla,Tour privado de Tánger en Marruecos desde Sevilla para hasta 8 personas,5.0,742.0
trip_246,sevilla,Excursión a Ronda y los Pueblos Blancos desde Sevilla,5.0,297.0
trip_247,sevilla,Excursión para grupos pequeños: Centro de Sevilla y Plaza España en Segway,4.9,0.0
trip_248,sevilla,Experiencia de audio autoguiada en Sevilla,4.7,8.0
trip_249,sevilla,Alcázar de Sevilla/Plaza España: Guía de audio de City Walk en tu teléfono,4.7,7.0
trip_250,sevilla,Sitios esenciales de Sevilla: Exploración autoguiada,4.7,3.0
trip_251,sevilla,Tour en bicicleta de 3 horas por toda Sevilla,4.7,0.0
trip_252,sevilla,Sevilla: Visita guiada a Catedral y Giralda,3.2,32.0
trip_253,sevilla,Clase magistral de baile flamenco,5.0,38.0
trip_254,sevilla,Tour Alcázar Sevilla,5.0,140.0
trip_255,sevilla,"Recorrido de vinos y tapas ""gourmet"" en Sevilla",4.2,127.0
trip_256,sevilla,Tour de la Catedral y Giralda,5.0,35.0
trip_257,sevilla,Castañuelas para principiantes: clase de introducción,5.0,20.0
trip_258,sevilla,Excursión privada de día completo al norte de Doñana desde Sevilla.,5.0,150.0
trip_259,sevilla,Experiencia de cata de aceite de oliva en Sevilla,5.0,3.0
trip_260,sevilla,Tour privado en bicicleta por Sevilla,5.0,295.0
trip_261,sevilla,Excursión privada de un día desde Málaga,5.0,370.0
trip_262,sevilla,Doñana Parque Nacional en 4x4 y El Rocío,4.9,89.0
trip_263,sevilla,Tour del Alcázar de Sevilla,4.9,40.0
trip_264,sevilla,Clase de ritmo flamenco con vino y tapas.,5.0,31.0
trip_265,sevilla,Sevilla: Degustación de vinos con un sumiller español,5.0,45.0
trip_266,sevilla,Traslado al aeropuerto de Sevilla,5.0,53.0
trip_267,sevilla,Visita diaria a la catedral,5.0,39.0
trip_268,sevilla,Excursión de un día a Tánger (Marruecos) desde Sevilla con guía local,4.0,219.0
trip_269,sevilla,Tour privado por el Alcázar de Sevilla,4.7,96.0
trip_270,sevilla,Recorrido de un día por los pueblos blancos y Ronda desde Sevilla,4.6,99.0
trip_271,sevilla,Visita combinada Evite las colas de 3 horas a la Catedral y el Alcázar en Sevilla,4.2,88.0
trip_272,sevilla,Alquila tu bicicleta en Sevilla,4.9,12.0
trip_273,sevilla,Escapada de un día a Tánger desde Sevilla,4.7,355.0
trip_274,sevilla,Recorrido a pie por el antiguo barrio judío de Santa Cruz.,4.0,15.0
trip_275,sevilla,Tour fotográfico privado por el corazón de Sevilla,5.0,195.0
trip_276,sevilla,Recorrido en bicicleta por Sevilla con alquiler de bicicleta de día completo,4.8,72.0
trip_277,sevilla,Tour privado familiar por Sevilla,5.0,74.0
trip_278,sevilla,Alquiler 2 Horas Kickscooter Electrico,5.0,0.0
trip_279,sevilla,Excursión privada a Córdoba desde Sevilla en tren,5.0,206.0
trip_280,sevilla,Recorrido Privado Por El Alcázar De Sevilla,5.0,100.0
trip_281,sevilla,"Tour Privado: Día por Gibraltar y Marruecos, Tánger desde Sevilla",4.8,690.0
trip_282,sevilla,Tour del Museo de Bellas Artes de Sevilla en grupos pequeños,5.0,18.0
trip_283,sevilla,Excursión Privada de un Día desde Sevilla a Tánger Todo Incluido,5.0,580.0
trip_284,sevilla,Visita privada Catedral y Reales Alcázares de Sevilla,4.9,250.0
trip_285,sevilla,Sevilla: Divertido recorrido en Segway (30 minutos),5.0,40.0
trip_286,sevilla,Excursión desde Málaga a Sevilla con entradas al Real Alcázar,5.0,85.0
trip_287,sevilla,Triana Market Tour con degustaciones,3.0,55.0
trip_288,sevilla,Recorrido en kayak en Sevilla,5.0,89.0
trip_289,sevilla,"Cabalgatas en el Parque Natural Doñana, Sevilla",4.7,65.0
trip_290,sevilla,Tour en grupo pequeño: Aspectos destacados de Sevilla,5.0,14.0
trip_291,sevilla,Visita Privada a la ciudad Romana de Italica,4.8,78.0
trip_292,sevilla,Experiencia de cata de Spritz,5.0,3.0
trip_293,sevilla,Recorrido privado por la ciudad de Córdoba desde Sevilla,4.9,313.0
trip_294,sevilla,Tour privado Catedral+Alcázar,5.0,200.0
trip_295,sevilla,Recorrido de un día privado por los Pueblos Blancos y Ronda desde Sevilla,4.9,285.0
trip_296,sevilla,"Tour Privado Alcázar, Giralda y Catedral de Sevilla",4.9,171.0
trip_297,sevilla,Sevilla Tapas Tour & Auténtico espectáculo de flamenco,4.9,115.0
trip_298,sevilla,Excursión al mercado y las zonas de tapas menos transitadas en Sevilla,4.7,139.0
trip_299,sevilla,Tour de vinos y tapas gourmet de Sevilla por Food Lover Tour,5.0,124.0
trip_300,sevilla,Excursión de 1 Día a Pueblos Blancos y Ronda,4.3,79.0
trip_301,sevilla,Arte rupestre y Ronda,4.6,225.0
trip_302,sevilla,Caminito del Rey desde Sevilla con Traslado semiprivado,5.0,175.0
trip_303,sevilla,Desde Sevilla: tour Caminito Del Rey con transporte privado,5.0,290.0
trip_304,sevilla,Búsqueda del tesoro de Sevilla y visita autoguiada a lo más destacado,4.7,6.0
trip_305,sevilla,"Traslado privado de Sevilla a Lisboa, 2 horas para hacer turismo",5.0,355.0
trip_306,sevilla,Excursión privada al Parque Nacional de Doñana y El Rocío: Recorrido guiado de un día en 4x4 desde Sevilla,4.6,270.0
trip_307,sevilla,Excursión privada de un día desde el puerto de Cádiz a Sevilla (entradas y transporte incluidos),5.0,515.0
trip_308,sevilla,Flamenco puro en Sevilla,4.6,31.0
trip_309,sevilla,El mejor tour del vino de Sevilla con comida,4.6,149.0
trip_310,sevilla,Recorrido Privado de Medio Día a Pie por Sevilla,5.0,110.0
trip_311,sevilla,Tour Sevilla al Completo Real Alcázar Catedral y Giralda,4.7,59.0
trip_312,sevilla,Excursión de un día a caballo o en 4x4 en el Parque Nacional de Doñana,5.0,295.0
trip_313,sevilla,Tour privado Plaza de España+Parque María Luisa,5.0,110.0
trip_314,sevilla,Sevilla: Recorrido sobre Juegos de Tronos y el Imperio Romano en Itálica,4.5,16.0
