date,document_count,unique_topics,unique_languages,sentiment,date_str
2023-05-21,74,40,5,negativo,2023-05-21
2023-05-21,140,27,7,positivo,2023-05-21
2023-05-22,401,122,6,neutro,2023-05-22
2023-05-22,91,46,6,negativo,2023-05-22
2023-05-22,244,40,8,positivo,2023-05-22
2023-05-23,431,136,5,neutro,2023-05-23
2023-05-23,106,39,8,negativo,2023-05-23
2023-05-23,1782,78,13,positivo,2023-05-23
2023-05-24,2428,50,4,positivo,2023-05-24
2023-05-24,403,129,5,neutro,2023-05-24
2023-05-24,69,33,3,negativo,2023-05-24
2023-05-25,57,29,5,negativo,2023-05-25
2023-05-25,123,27,6,positivo,2023-05-25
2023-05-25,347,122,4,neutro,2023-05-25
2023-05-26,387,129,7,neutro,2023-05-26
2023-05-26,140,30,5,positivo,2023-05-26
2023-05-26,67,39,4,negativo,2023-05-26
2023-05-27,385,124,4,neutro,2023-05-27
2023-05-27,47,29,3,negativo,2023-05-27
2023-05-27,153,22,8,positivo,2023-05-27
2023-05-28,60,37,2,negativo,2023-05-28
2023-05-28,147,31,8,positivo,2023-05-28
2023-05-28,420,135,5,neutro,2023-05-28
2023-05-29,44,25,3,negativo,2023-05-29
2023-05-29,155,28,6,positivo,2023-05-29
2023-05-29,347,118,5,neutro,2023-05-29
2023-05-30,434,129,4,neutro,2023-05-30
2023-05-30,160,31,9,positivo,2023-05-30
2023-05-30,71,35,4,negativo,2023-05-30
2023-05-31,182,29,10,positivo,2023-05-31
2023-05-31,49,22,6,negativo,2023-05-31
2023-05-31,370,122,4,neutro,2023-05-31
2023-06-01,346,130,5,neutro,2023-06-01
2023-06-01,137,28,8,positivo,2023-06-01
2023-06-01,43,23,4,negativo,2023-06-01
2023-06-02,389,130,7,neutro,2023-06-02
2023-06-02,141,30,7,positivo,2023-06-02
2023-06-02,43,26,4,negativo,2023-06-02
2023-06-03,379,124,6,neutro,2023-06-03
2023-06-03,39,26,4,negativo,2023-06-03
2023-06-03,154,31,12,positivo,2023-06-03
2023-06-04,371,124,4,neutro,2023-06-04
2023-06-04,54,32,5,negativo,2023-06-04
2023-06-04,155,28,6,positivo,2023-06-04
2023-06-05,395,131,6,neutro,2023-06-05
2023-06-05,60,32,5,negativo,2023-06-05
2023-06-05,147,26,10,positivo,2023-06-05
2023-06-06,129,26,8,positivo,2023-06-06
2023-06-06,47,32,5,negativo,2023-06-06
2023-06-06,380,125,7,neutro,2023-06-06
2023-06-07,38,23,3,negativo,2023-06-07
2023-06-07,371,123,6,neutro,2023-06-07
2023-06-07,122,30,8,positivo,2023-06-07
2023-06-08,102,25,8,positivo,2023-06-08
2023-06-08,39,21,3,negativo,2023-06-08
2023-06-08,372,124,5,neutro,2023-06-08
2023-06-09,54,26,6,negativo,2023-06-09
2023-06-09,383,128,5,neutro,2023-06-09
2023-06-09,157,26,7,positivo,2023-06-09
2023-06-10,369,130,5,neutro,2023-06-10
2023-06-10,158,25,8,positivo,2023-06-10
2023-06-10,58,30,5,negativo,2023-06-10
2023-06-11,374,115,4,neutro,2023-06-11
2023-06-11,136,30,10,positivo,2023-06-11
2023-06-11,71,36,4,negativo,2023-06-11
2023-06-12,72,32,3,negativo,2023-06-12
2023-06-12,373,124,5,neutro,2023-06-12
2023-06-12,144,32,8,positivo,2023-06-12
2023-06-13,48,27,5,negativo,2023-06-13
2023-06-13,399,133,5,neutro,2023-06-13
2023-06-13,147,28,9,positivo,2023-06-13
2023-06-14,372,125,5,neutro,2023-06-14
2023-06-14,57,25,4,negativo,2023-06-14
2023-06-14,130,30,8,positivo,2023-06-14
2023-06-15,343,123,5,neutro,2023-06-15
2023-06-15,54,25,2,negativo,2023-06-15
2023-06-15,127,27,11,positivo,2023-06-15
2023-06-16,399,130,6,neutro,2023-06-16
2023-06-16,39,29,3,negativo,2023-06-16
2023-06-16,134,26,11,positivo,2023-06-16
2023-06-17,123,23,7,positivo,2023-06-17
2023-06-17,47,29,4,negativo,2023-06-17
2023-06-17,371,123,6,neutro,2023-06-17
2023-06-18,57,31,3,negativo,2023-06-18
2023-06-18,163,27,10,positivo,2023-06-18
2023-06-18,397,124,4,neutro,2023-06-18
2023-06-19,69,32,3,negativo,2023-06-19
2023-06-19,160,26,12,positivo,2023-06-19
2023-06-19,394,122,8,neutro,2023-06-19
2023-06-20,51,27,3,negativo,2023-06-20
2023-06-20,143,28,7,positivo,2023-06-20
2023-06-20,407,128,5,neutro,2023-06-20
2023-06-21,432,127,5,neutro,2023-06-21
2023-06-21,44,20,3,negativo,2023-06-21
2023-06-21,152,31,7,positivo,2023-06-21
2023-06-22,405,130,5,neutro,2023-06-22
2023-06-22,55,31,4,negativo,2023-06-22
2023-06-22,231,42,8,positivo,2023-06-22
2023-06-23,2500,73,10,positivo,2023-06-23
2023-06-23,98,40,7,negativo,2023-06-23
2023-06-23,382,130,7,neutro,2023-06-23
2023-06-24,68,34,5,negativo,2023-06-24
2023-06-24,404,123,6,neutro,2023-06-24
2023-06-24,836,56,7,positivo,2023-06-24
2023-06-25,144,24,8,positivo,2023-06-25
2023-06-25,35,28,5,negativo,2023-06-25
2023-06-25,385,122,6,neutro,2023-06-25
2023-06-26,152,30,7,positivo,2023-06-26
2023-06-26,409,133,5,neutro,2023-06-26
2023-06-26,87,36,5,negativo,2023-06-26
2023-06-27,153,30,8,positivo,2023-06-27
2023-06-27,65,33,6,negativo,2023-06-27
2023-06-27,424,127,7,neutro,2023-06-27
2023-06-28,148,30,9,positivo,2023-06-28
2023-06-28,59,31,4,negativo,2023-06-28
2023-06-28,387,129,7,neutro,2023-06-28
2023-06-29,129,22,12,positivo,2023-06-29
2023-06-29,416,128,7,neutro,2023-06-29
2023-06-29,59,25,6,negativo,2023-06-29
2023-06-30,157,31,8,positivo,2023-06-30
2023-06-30,383,127,6,neutro,2023-06-30
2023-06-30,79,35,6,negativo,2023-06-30
2023-07-01,54,28,6,negativo,2023-07-01
2023-07-01,150,24,7,positivo,2023-07-01
2023-07-01,367,123,4,neutro,2023-07-01
2023-07-02,359,124,4,neutro,2023-07-02
2023-07-02,131,30,9,positivo,2023-07-02
2023-07-02,42,27,6,negativo,2023-07-02
2023-07-03,69,32,3,negativo,2023-07-03
2023-07-03,147,28,10,positivo,2023-07-03
2023-07-03,383,126,7,neutro,2023-07-03
2023-07-04,159,29,9,positivo,2023-07-04
2023-07-04,376,122,5,neutro,2023-07-04
2023-07-04,52,34,2,negativo,2023-07-04
2023-07-05,365,121,4,neutro,2023-07-05
2023-07-05,143,29,6,positivo,2023-07-05
2023-07-05,62,32,5,negativo,2023-07-05
2023-07-06,140,22,11,positivo,2023-07-06
2023-07-06,56,29,4,negativo,2023-07-06
2023-07-06,377,127,5,neutro,2023-07-06
2023-07-07,59,32,6,negativo,2023-07-07
2023-07-07,144,28,9,positivo,2023-07-07
2023-07-07,406,131,5,neutro,2023-07-07
2023-07-08,39,21,3,negativo,2023-07-08
2023-07-08,361,118,4,neutro,2023-07-08
2023-07-08,148,32,8,positivo,2023-07-08
2023-07-09,51,29,4,negativo,2023-07-09
2023-07-09,383,131,4,neutro,2023-07-09
2023-07-09,162,29,9,positivo,2023-07-09
2023-07-10,75,36,5,negativo,2023-07-10
2023-07-10,144,25,9,positivo,2023-07-10
2023-07-10,379,129,6,neutro,2023-07-10
2023-07-11,130,30,12,positivo,2023-07-11
2023-07-11,386,128,5,neutro,2023-07-11
2023-07-11,46,26,6,negativo,2023-07-11
2023-07-12,365,126,6,neutro,2023-07-12
2023-07-12,52,21,5,negativo,2023-07-12
2023-07-12,106,22,8,positivo,2023-07-12
2023-07-13,64,37,5,negativo,2023-07-13
2023-07-13,394,130,6,neutro,2023-07-13
2023-07-13,98,26,8,positivo,2023-07-13
2023-07-14,310,113,6,neutro,2023-07-14
2023-07-14,41,25,3,negativo,2023-07-14
2023-07-14,121,24,7,positivo,2023-07-14
2023-07-15,89,21,7,positivo,2023-07-15
2023-07-15,408,129,5,neutro,2023-07-15
2023-07-15,44,27,3,negativo,2023-07-15
2023-07-16,53,29,4,negativo,2023-07-16
2023-07-16,158,28,11,positivo,2023-07-16
2023-07-16,360,126,6,neutro,2023-07-16
2023-07-17,77,41,7,negativo,2023-07-17
2023-07-17,382,122,7,neutro,2023-07-17
2023-07-17,161,28,12,positivo,2023-07-17
2023-07-18,118,27,11,positivo,2023-07-18
2023-07-18,397,127,6,neutro,2023-07-18
2023-07-18,51,26,5,negativo,2023-07-18
2023-07-19,128,24,7,positivo,2023-07-19
2023-07-19,380,131,4,neutro,2023-07-19
2023-07-19,42,19,4,negativo,2023-07-19
2023-07-20,104,25,9,positivo,2023-07-20
2023-07-20,374,126,7,neutro,2023-07-20
2023-07-20,52,30,6,negativo,2023-07-20
2023-07-21,394,123,5,neutro,2023-07-21
2023-07-21,133,28,11,positivo,2023-07-21
2023-07-21,62,30,4,negativo,2023-07-21
2023-07-22,40,19,3,negativo,2023-07-22
2023-07-22,145,32,6,positivo,2023-07-22
2023-07-22,404,125,4,neutro,2023-07-22
2023-07-23,124,45,5,negativo,2023-07-23
2023-07-23,2297,73,12,positivo,2023-07-23
2023-07-23,392,127,6,neutro,2023-07-23
2023-07-24,92,37,5,negativo,2023-07-24
2023-07-24,358,127,7,neutro,2023-07-24
2023-07-24,729,47,10,positivo,2023-07-24
2023-07-25,73,36,7,negativo,2023-07-25
2023-07-25,115,25,10,positivo,2023-07-25
2023-07-25,342,118,6,neutro,2023-07-25
2023-07-26,107,25,10,positivo,2023-07-26
2023-07-26,374,127,7,neutro,2023-07-26
2023-07-26,57,25,5,negativo,2023-07-26
2023-07-27,55,24,4,negativo,2023-07-27
2023-07-27,374,121,6,neutro,2023-07-27
2023-07-27,108,24,8,positivo,2023-07-27
2023-07-28,96,29,9,positivo,2023-07-28
2023-07-28,45,24,3,negativo,2023-07-28
2023-07-28,386,122,5,neutro,2023-07-28
2023-07-29,60,28,6,negativo,2023-07-29
2023-07-29,365,121,7,neutro,2023-07-29
2023-07-29,109,22,9,positivo,2023-07-29
2023-07-30,60,30,3,negativo,2023-07-30
2023-07-30,430,135,6,neutro,2023-07-30
2023-07-30,98,24,9,positivo,2023-07-30
2023-07-31,74,37,5,negativo,2023-07-31
2023-07-31,118,30,9,positivo,2023-07-31
2023-07-31,369,124,8,neutro,2023-07-31
2023-08-01,125,27,10,positivo,2023-08-01
2023-08-01,409,131,6,neutro,2023-08-01
2023-08-01,51,30,6,negativo,2023-08-01
2023-08-02,90,26,8,positivo,2023-08-02
2023-08-02,62,32,6,negativo,2023-08-02
2023-08-02,375,125,6,neutro,2023-08-02
2023-08-03,101,20,7,positivo,2023-08-03
2023-08-03,53,25,5,negativo,2023-08-03
2023-08-03,403,130,5,neutro,2023-08-03
2023-08-04,67,26,5,negativo,2023-08-04
2023-08-04,398,127,6,neutro,2023-08-04
2023-08-04,119,29,8,positivo,2023-08-04
2023-08-05,127,26,9,positivo,2023-08-05
2023-08-05,63,36,5,negativo,2023-08-05
2023-08-05,414,132,8,neutro,2023-08-05
2023-08-06,75,32,5,negativo,2023-08-06
2023-08-06,362,123,8,neutro,2023-08-06
2023-08-06,108,28,8,positivo,2023-08-06
2023-08-07,372,123,7,neutro,2023-08-07
2023-08-07,145,25,6,positivo,2023-08-07
2023-08-07,71,34,5,negativo,2023-08-07
2023-08-08,105,27,10,positivo,2023-08-08
2023-08-08,76,37,4,negativo,2023-08-08
2023-08-08,366,125,4,neutro,2023-08-08
2023-08-09,388,131,7,neutro,2023-08-09
2023-08-09,127,27,7,positivo,2023-08-09
2023-08-09,76,33,6,negativo,2023-08-09
2023-08-10,104,25,12,positivo,2023-08-10
2023-08-10,89,40,5,negativo,2023-08-10
2023-08-10,370,132,5,neutro,2023-08-10
2023-08-11,390,126,6,neutro,2023-08-11
2023-08-11,90,38,4,negativo,2023-08-11
2023-08-11,125,30,11,positivo,2023-08-11
2023-08-12,97,45,6,negativo,2023-08-12
2023-08-12,390,131,5,neutro,2023-08-12
2023-08-12,144,27,9,positivo,2023-08-12
2023-08-13,113,28,12,positivo,2023-08-13
2023-08-13,332,121,7,neutro,2023-08-13
2023-08-13,78,33,4,negativo,2023-08-13
2023-08-14,101,44,6,negativo,2023-08-14
2023-08-14,129,28,10,positivo,2023-08-14
2023-08-14,404,131,7,neutro,2023-08-14
2023-08-15,96,28,8,positivo,2023-08-15
2023-08-15,389,132,4,neutro,2023-08-15
2023-08-15,73,32,6,negativo,2023-08-15
2023-08-16,388,125,6,neutro,2023-08-16
2023-08-16,86,45,7,negativo,2023-08-16
2023-08-16,117,27,11,positivo,2023-08-16
2023-08-17,394,129,7,neutro,2023-08-17
2023-08-17,97,21,8,positivo,2023-08-17
2023-08-17,106,50,6,negativo,2023-08-17
2023-08-18,396,126,7,neutro,2023-08-18
2023-08-18,97,42,5,negativo,2023-08-18
2023-08-18,140,28,9,positivo,2023-08-18
2023-08-19,132,29,8,positivo,2023-08-19
2023-08-19,369,128,6,neutro,2023-08-19
2023-08-19,78,39,5,negativo,2023-08-19
2023-08-20,385,130,7,neutro,2023-08-20
2023-08-20,70,35,7,negativo,2023-08-20
2023-08-20,127,28,11,positivo,2023-08-20
2023-08-21,371,128,6,neutro,2023-08-21
2023-08-21,101,46,5,negativo,2023-08-21
2023-08-21,136,28,10,positivo,2023-08-21
2023-08-22,371,127,5,neutro,2023-08-22
2023-08-22,295,45,10,positivo,2023-08-22
2023-08-22,91,42,6,negativo,2023-08-22
2023-08-23,396,120,5,neutro,2023-08-23
2023-08-23,1970,75,10,positivo,2023-08-23
2023-08-23,108,33,6,negativo,2023-08-23
2023-08-24,399,130,7,neutro,2023-08-24
2023-08-24,1303,62,9,positivo,2023-08-24
2023-08-24,98,41,4,negativo,2023-08-24
2023-08-25,94,27,8,positivo,2023-08-25
2023-08-25,86,28,6,negativo,2023-08-25
2023-08-25,339,124,6,neutro,2023-08-25
2023-08-26,130,27,8,positivo,2023-08-26
2023-08-26,383,125,6,neutro,2023-08-26
2023-08-26,84,42,6,negativo,2023-08-26
2023-08-27,412,130,4,neutro,2023-08-27
2023-08-27,115,25,9,positivo,2023-08-27
2023-08-27,38,20,4,negativo,2023-08-27
2023-08-28,367,122,5,neutro,2023-08-28
2023-08-28,66,35,5,negativo,2023-08-28
2023-08-28,121,28,6,positivo,2023-08-28
2023-08-29,372,128,6,neutro,2023-08-29
2023-08-29,100,26,8,positivo,2023-08-29
2023-08-29,43,20,3,negativo,2023-08-29
2023-08-30,105,27,9,positivo,2023-08-30
2023-08-30,85,37,3,negativo,2023-08-30
2023-08-30,377,126,8,neutro,2023-08-30
2023-08-31,432,125,7,neutro,2023-08-31
2023-08-31,63,28,4,negativo,2023-08-31
2023-08-31,105,24,8,positivo,2023-08-31
2023-09-01,79,37,4,negativo,2023-09-01
2023-09-01,122,27,8,positivo,2023-09-01
2023-09-01,410,128,8,neutro,2023-09-01
2023-09-02,78,36,6,negativo,2023-09-02
2023-09-02,142,31,9,positivo,2023-09-02
2023-09-02,406,130,9,neutro,2023-09-02
2023-09-03,110,29,6,positivo,2023-09-03
2023-09-03,82,45,3,negativo,2023-09-03
2023-09-03,390,126,5,neutro,2023-09-03
2023-09-04,120,27,8,positivo,2023-09-04
2023-09-04,393,129,5,neutro,2023-09-04
2023-09-04,65,33,4,negativo,2023-09-04
2023-09-05,114,27,11,positivo,2023-09-05
2023-09-05,364,118,6,neutro,2023-09-05
2023-09-05,60,21,5,negativo,2023-09-05
2023-09-06,58,29,6,negativo,2023-09-06
2023-09-06,133,26,10,positivo,2023-09-06
2023-09-06,390,128,7,neutro,2023-09-06
2023-09-07,69,29,4,negativo,2023-09-07
2023-09-07,129,25,7,positivo,2023-09-07
2023-09-07,405,126,6,neutro,2023-09-07
2023-09-08,59,34,3,negativo,2023-09-08
2023-09-08,411,131,6,neutro,2023-09-08
2023-09-08,161,32,11,positivo,2023-09-08
2023-09-09,56,25,2,negativo,2023-09-09
2023-09-09,355,119,7,neutro,2023-09-09
2023-09-09,155,31,7,positivo,2023-09-09
2023-09-10,364,127,5,neutro,2023-09-10
2023-09-10,156,27,7,positivo,2023-09-10
2023-09-10,70,31,2,negativo,2023-09-10
2023-09-11,376,127,7,neutro,2023-09-11
2023-09-11,152,28,10,positivo,2023-09-11
2023-09-11,72,34,4,negativo,2023-09-11
2023-09-12,81,32,5,negativo,2023-09-12
2023-09-12,405,129,7,neutro,2023-09-12
2023-09-12,139,25,12,positivo,2023-09-12
2023-09-13,154,31,7,positivo,2023-09-13
2023-09-13,337,120,5,neutro,2023-09-13
2023-09-13,56,20,5,negativo,2023-09-13
2023-09-14,119,26,6,positivo,2023-09-14
2023-09-14,402,125,8,neutro,2023-09-14
2023-09-14,54,20,6,negativo,2023-09-14
2023-09-15,141,27,8,positivo,2023-09-15
2023-09-15,395,127,8,neutro,2023-09-15
2023-09-15,56,26,3,negativo,2023-09-15
2023-09-16,70,24,3,negativo,2023-09-16
2023-09-16,399,132,4,neutro,2023-09-16
2023-09-16,143,32,10,positivo,2023-09-16
2023-09-17,137,27,12,positivo,2023-09-17
2023-09-17,70,33,3,negativo,2023-09-17
2023-09-17,399,126,6,neutro,2023-09-17
2023-09-18,184,27,13,positivo,2023-09-18
2023-09-18,360,122,5,neutro,2023-09-18
2023-09-18,94,38,7,negativo,2023-09-18
2023-09-19,72,32,7,negativo,2023-09-19
2023-09-19,181,30,9,positivo,2023-09-19
2023-09-19,401,123,5,neutro,2023-09-19
2023-09-20,63,29,5,negativo,2023-09-20
2023-09-20,371,133,5,neutro,2023-09-20
2023-09-20,166,29,10,positivo,2023-09-20
2023-09-21,376,126,9,neutro,2023-09-21
2023-09-21,185,29,12,positivo,2023-09-21
2023-09-21,108,48,6,negativo,2023-09-21
2023-09-22,352,119,7,neutro,2023-09-22
2023-09-22,276,42,7,positivo,2023-09-22
2023-09-22,79,35,3,negativo,2023-09-22
2023-09-23,136,51,4,negativo,2023-09-23
2023-09-23,387,129,6,neutro,2023-09-23
2023-09-23,2201,79,12,positivo,2023-09-23
2023-09-24,370,123,6,neutro,2023-09-24
2023-09-24,103,35,6,negativo,2023-09-24
2023-09-24,1306,70,12,positivo,2023-09-24
2023-09-25,86,32,6,negativo,2023-09-25
2023-09-25,383,123,6,neutro,2023-09-25
2023-09-25,191,28,10,positivo,2023-09-25
2023-09-26,100,32,5,negativo,2023-09-26
2023-09-26,173,31,8,positivo,2023-09-26
2023-09-26,365,120,7,neutro,2023-09-26
2023-09-27,193,31,7,positivo,2023-09-27
2023-09-27,418,127,5,neutro,2023-09-27
2023-09-27,80,33,4,negativo,2023-09-27
2023-09-28,395,128,6,neutro,2023-09-28
2023-09-28,203,37,8,positivo,2023-09-28
2023-09-28,74,30,6,negativo,2023-09-28
2023-09-29,368,123,6,neutro,2023-09-29
2023-09-29,157,31,7,positivo,2023-09-29
2023-09-29,65,26,4,negativo,2023-09-29
2023-09-30,148,27,8,positivo,2023-09-30
2023-09-30,92,37,4,negativo,2023-09-30
2023-09-30,390,130,5,neutro,2023-09-30
2023-10-01,199,28,11,positivo,2023-10-01
2023-10-01,414,131,6,neutro,2023-10-01
2023-10-01,82,25,7,negativo,2023-10-01
2023-10-02,203,30,10,positivo,2023-10-02
2023-10-02,348,123,6,neutro,2023-10-02
2023-10-02,92,31,6,negativo,2023-10-02
2023-10-03,105,40,3,negativo,2023-10-03
2023-10-03,157,28,8,positivo,2023-10-03
2023-10-03,393,129,8,neutro,2023-10-03
2023-10-04,398,124,8,neutro,2023-10-04
2023-10-04,99,38,7,negativo,2023-10-04
2023-10-04,154,27,7,positivo,2023-10-04
2023-10-05,197,33,10,positivo,2023-10-05
2023-10-05,74,27,5,negativo,2023-10-05
2023-10-05,400,123,6,neutro,2023-10-05
2023-10-06,422,126,8,neutro,2023-10-06
2023-10-06,77,25,6,negativo,2023-10-06
2023-10-06,143,29,9,positivo,2023-10-06
2023-10-07,387,131,7,neutro,2023-10-07
2023-10-07,83,36,4,negativo,2023-10-07
2023-10-07,170,28,9,positivo,2023-10-07
2023-10-08,176,29,12,positivo,2023-10-08
2023-10-08,104,39,4,negativo,2023-10-08
2023-10-08,406,129,9,neutro,2023-10-08
2023-10-09,397,127,8,neutro,2023-10-09
2023-10-09,132,35,6,negativo,2023-10-09
2023-10-09,180,29,13,positivo,2023-10-09
2023-10-10,389,124,5,neutro,2023-10-10
2023-10-10,91,32,4,negativo,2023-10-10
2023-10-10,192,30,12,positivo,2023-10-10
2023-10-11,172,33,8,positivo,2023-10-11
2023-10-11,68,27,3,negativo,2023-10-11
2023-10-11,384,118,9,neutro,2023-10-11
2023-10-12,92,35,4,negativo,2023-10-12
2023-10-12,183,32,8,positivo,2023-10-12
2023-10-12,410,135,7,neutro,2023-10-12
2023-10-13,380,121,7,neutro,2023-10-13
2023-10-13,157,28,8,positivo,2023-10-13
2023-10-13,71,31,6,negativo,2023-10-13
2023-10-14,409,130,4,neutro,2023-10-14
2023-10-14,149,30,10,positivo,2023-10-14
2023-10-14,80,30,5,negativo,2023-10-14
2023-10-15,184,36,10,positivo,2023-10-15
2023-10-15,136,46,6,negativo,2023-10-15
2023-10-15,376,125,8,neutro,2023-10-15
2023-10-16,420,131,7,neutro,2023-10-16
2023-10-16,209,35,14,positivo,2023-10-16
2023-10-16,118,52,8,negativo,2023-10-16
2023-10-17,102,38,3,negativo,2023-10-17
2023-10-17,392,120,5,neutro,2023-10-17
2023-10-17,188,32,9,positivo,2023-10-17
2023-10-18,182,29,8,positivo,2023-10-18
2023-10-18,413,128,7,neutro,2023-10-18
2023-10-18,67,30,3,negativo,2023-10-18
2023-10-19,60,19,3,negativo,2023-10-19
2023-10-19,197,34,12,positivo,2023-10-19
2023-10-19,382,122,7,neutro,2023-10-19
2023-10-20,143,31,8,positivo,2023-10-20
2023-10-20,357,121,6,neutro,2023-10-20
2023-10-20,75,29,6,negativo,2023-10-20
2023-10-21,147,28,11,positivo,2023-10-21
2023-10-21,52,25,4,negativo,2023-10-21
2023-10-21,396,131,6,neutro,2023-10-21
2023-10-22,376,128,7,neutro,2023-10-22
2023-10-22,757,45,11,positivo,2023-10-22
2023-10-22,88,37,4,negativo,2023-10-22
2023-10-23,1999,80,10,positivo,2023-10-23
2023-10-23,167,48,5,negativo,2023-10-23
2023-10-23,376,132,6,neutro,2023-10-23
2023-10-24,1029,61,9,positivo,2023-10-24
2023-10-24,98,41,4,negativo,2023-10-24
2023-10-24,374,124,6,neutro,2023-10-24
2023-10-25,151,28,9,positivo,2023-10-25
2023-10-25,66,21,3,negativo,2023-10-25
2023-10-25,406,126,5,neutro,2023-10-25
2023-10-26,376,115,7,neutro,2023-10-26
2023-10-26,151,30,9,positivo,2023-10-26
2023-10-26,61,32,5,negativo,2023-10-26
2023-10-27,375,128,7,neutro,2023-10-27
2023-10-27,68,24,5,negativo,2023-10-27
2023-10-27,131,30,9,positivo,2023-10-27
2023-10-28,401,124,5,neutro,2023-10-28
2023-10-28,72,31,5,negativo,2023-10-28
2023-10-28,165,26,8,positivo,2023-10-28
2023-10-29,379,124,6,neutro,2023-10-29
2023-10-29,62,24,6,negativo,2023-10-29
2023-10-29,150,31,10,positivo,2023-10-29
2023-10-30,392,124,6,neutro,2023-10-30
2023-10-30,145,25,9,positivo,2023-10-30
2023-10-30,104,40,7,negativo,2023-10-30
2023-10-31,121,33,9,positivo,2023-10-31
2023-10-31,386,126,6,neutro,2023-10-31
2023-10-31,97,35,6,negativo,2023-10-31
2023-11-01,114,40,6,negativo,2023-11-01
2023-11-01,143,30,11,positivo,2023-11-01
2023-11-01,373,117,8,neutro,2023-11-01
2023-11-02,380,131,6,neutro,2023-11-02
2023-11-02,139,26,8,positivo,2023-11-02
2023-11-02,91,33,5,negativo,2023-11-02
2023-11-03,105,27,8,positivo,2023-11-03
2023-11-03,95,33,6,negativo,2023-11-03
2023-11-03,376,129,6,neutro,2023-11-03
2023-11-04,109,29,10,positivo,2023-11-04
2023-11-04,401,125,6,neutro,2023-11-04
2023-11-04,109,33,8,negativo,2023-11-04
2023-11-05,119,47,7,negativo,2023-11-05
2023-11-05,179,31,10,positivo,2023-11-05
2023-11-05,392,120,9,neutro,2023-11-05
2023-11-06,180,33,10,positivo,2023-11-06
2023-11-06,120,43,7,negativo,2023-11-06
2023-11-06,368,122,6,neutro,2023-11-06
2023-11-07,336,123,6,neutro,2023-11-07
2023-11-07,92,33,3,negativo,2023-11-07
2023-11-07,137,26,7,positivo,2023-11-07
2023-11-08,137,25,12,positivo,2023-11-08
2023-11-08,83,36,6,negativo,2023-11-08
2023-11-08,417,125,8,neutro,2023-11-08
2023-11-09,128,27,6,positivo,2023-11-09
2023-11-09,84,32,5,negativo,2023-11-09
2023-11-09,342,123,8,neutro,2023-11-09
2023-11-10,108,26,11,positivo,2023-11-10
2023-11-10,367,124,6,neutro,2023-11-10
2023-11-10,87,42,4,negativo,2023-11-10
2023-11-11,139,29,9,positivo,2023-11-11
2023-11-11,418,129,6,neutro,2023-11-11
2023-11-11,87,33,4,negativo,2023-11-11
2023-11-12,127,25,10,positivo,2023-11-12
2023-11-12,404,131,7,neutro,2023-11-12
2023-11-12,91,34,3,negativo,2023-11-12
2023-11-13,368,124,6,neutro,2023-11-13
2023-11-13,110,35,4,negativo,2023-11-13
2023-11-13,142,26,9,positivo,2023-11-13
2023-11-14,86,33,4,negativo,2023-11-14
2023-11-14,121,27,15,positivo,2023-11-14
2023-11-14,389,128,5,neutro,2023-11-14
2023-11-15,58,32,3,negativo,2023-11-15
2023-11-15,122,25,10,positivo,2023-11-15
2023-11-15,366,129,5,neutro,2023-11-15
2023-11-16,401,134,6,neutro,2023-11-16
2023-11-16,69,26,4,negativo,2023-11-16
2023-11-16,96,28,11,positivo,2023-11-16
2023-11-17,388,122,5,neutro,2023-11-17
2023-11-17,94,25,6,positivo,2023-11-17
2023-11-17,79,28,5,negativo,2023-11-17
2023-11-18,383,130,6,neutro,2023-11-18
2023-11-18,51,21,3,negativo,2023-11-18
2023-11-18,125,28,9,positivo,2023-11-18
2023-11-19,107,18,9,positivo,2023-11-19
2023-11-19,68,21,7,negativo,2023-11-19
2023-11-19,392,128,6,neutro,2023-11-19
2023-11-20,386,122,5,neutro,2023-11-20
2023-11-20,140,35,14,positivo,2023-11-20
2023-11-20,96,37,6,negativo,2023-11-20
2023-11-21,382,121,5,neutro,2023-11-21
2023-11-21,93,24,12,positivo,2023-11-21
2023-11-21,91,32,5,negativo,2023-11-21
2023-11-22,358,46,11,positivo,2023-11-22
2023-11-22,97,29,5,negativo,2023-11-22
2023-11-22,361,126,4,neutro,2023-11-22
2023-11-23,1317,71,10,positivo,2023-11-23
2023-11-23,109,34,6,negativo,2023-11-23
2023-11-23,371,123,6,neutro,2023-11-23
2023-11-24,57,24,3,negativo,2023-11-24
2023-11-24,903,76,6,positivo,2023-11-24
2023-11-24,343,125,4,neutro,2023-11-24
2023-11-25,129,27,11,positivo,2023-11-25
2023-11-25,369,126,5,neutro,2023-11-25
2023-11-25,72,24,3,negativo,2023-11-25
2023-11-26,127,27,7,positivo,2023-11-26
2023-11-26,102,33,4,negativo,2023-11-26
2023-11-26,355,125,5,neutro,2023-11-26
2023-11-27,107,26,12,positivo,2023-11-27
2023-11-27,400,122,6,neutro,2023-11-27
2023-11-27,105,37,5,negativo,2023-11-27
2023-11-28,364,124,6,neutro,2023-11-28
2023-11-28,59,31,3,negativo,2023-11-28
2023-11-28,98,23,8,positivo,2023-11-28
2023-11-29,69,21,7,negativo,2023-11-29
2023-11-29,99,28,10,positivo,2023-11-29
2023-11-29,367,119,6,neutro,2023-11-29
2023-11-30,58,18,8,positivo,2023-11-30
2023-11-30,350,127,6,neutro,2023-11-30
2023-11-30,55,21,3,negativo,2023-11-30
